sample_id,run_id,medium,medium_id,sequence,phase,phase_name,phase_id,voltage,voltage_class,frame,time_ms,time_s,drive_freq_hz,cycle_phase_rad,sin_phase,cos_phase,v_applied,v_abs,angle_deg,angle_rad,delta_angle,direction,direction_id,amp_deg_model,tau_stim_s_model,tau_relax_s_model,noise_std_deg_model,img_relpath,img_filename,img_path,split
WATER__seq773__3.500V__R__f09,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,0.0,0.0,8.742171837751464,0.15257968234388655,-1.1178070151395296,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f09.png,val
WATER__seq773__3.500V__R__f10,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,0.0,0.0,7.511750757476868,0.1311047833071494,-1.2304210802745956,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f10.png,val
WATER__seq773__3.500V__R__f11,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,0.0,0.0,6.451740445629094,0.11260411326031389,-1.0600103118477744,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f11.png,val
WATER__seq773__3.500V__R__f12,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,0.0,0.0,5.665120531731481,0.09887500580104625,-0.7866199138976127,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f12.png,val
WATER__seq773__3.500V__R__f13,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,0.0,0.0,5.126482553353402,0.08947399960206275,-0.5386379783780786,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f13.png,val
WATER__seq773__3.500V__R__f14,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,0.0,0.0,4.482153141178169,0.07822832989216529,-0.6443294121752334,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f14.png,val
WATER__seq773__3.500V__R__f15,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,0.0,0.0,3.7787059498422293,0.0659508602894466,-0.7034471913359397,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f15.png,val
WATER__seq773__3.500V__R__f16,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,0.0,0.0,3.2242121133826513,0.05627311716121199,-0.554493836459578,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f16.png,val
WATER__seq773__3.500V__R__f17,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,0.0,0.0,2.6549570439375234,0.04633774191572554,-0.5692550694451279,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f17.png,val
WATER__seq773__3.500V__R__f18,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,0.0,0.0,1.3532502980921242,0.023618673305302304,-1.3017067458453992,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f18.png,val
WATER__seq773__3.500V__R__f19,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,0.0,0.0,1.7198729104635593,0.030017445003446743,0.3666226123714351,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f19.png,val
WATER__seq773__3.500V__R__f20,WATER__seq773__3.500V__R,WATER,2,773,R,Relaxation,0,3.5,4,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,0.0,0.0,1.5075903791121932,0.026312415886897318,-0.2122825313513661,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__R/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__R/f20.png,val
WATER__seq773__3.500V__S__f01,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,57.322161758579675,1.0004604570479982,0.0,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f01.png,test
WATER__seq773__3.500V__S__f02,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,2.230983964120414,2.230983964120414,60.368928295852825,1.0536365646630013,3.0467665372731503,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f02.png,test
WATER__seq773__3.500V__S__f03,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,3.43800537755041,3.43800537755041,59.13927951055667,1.0321751447164345,-1.2296487852961562,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f03.png,test
WATER__seq773__3.500V__S__f04,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,3.067073380153523,3.067073380153523,52.134614149869925,0.9099206711720547,-7.004665360686744,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f04.png,test
WATER__seq773__3.500V__S__f05,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,1.2884359343963734,1.2884359343963734,36.367402124662085,0.6347309074721347,-15.76721202520784,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f05.png,test
WATER__seq773__3.500V__S__f06,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,-1.0815594803123154,1.0815594803123154,11.449731471793175,0.19983551265200716,-24.91767065286891,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f06.png,test
WATER__seq773__3.500V__S__f07,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,7,3000,3.0,0.22,4.146902302738527,-0.8443279255020149,-0.5358267949789971,-2.955147739257052,2.955147739257052,-16.506065123650217,-0.28808518295630126,-27.955796595443392,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f07.png,f07.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f07.png,test
WATER__seq773__3.500V__S__f08,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,8,3500,3.5,0.22,4.838052686528282,-0.9921147013144779,0.12533323356430423,-3.4724014546006727,3.4724014546006727,-33.041700174392666,-0.5766864584999366,-16.53563505074245,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f08.png,f08.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f08.png,test
WATER__seq773__3.500V__S__f09,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,-2.395914870750411,2.395914870750411,-26.359627666513685,-0.46006229238045365,6.682072507878981,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f09.png,test
WATER__seq773__3.500V__S__f10,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,-0.21976681835259954,0.21976681835259954,1.222359562970724,0.021334199017078094,27.581987229484408,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f10.png,test
WATER__seq773__3.500V__S__f11,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,2.057248383023655,2.057248383023655,27.110811737409268,0.4731729277061161,25.888452174438545,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f11.png,test
WATER__seq773__3.500V__S__f12,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,3.3900410639502083,3.3900410639502083,36.73033569741633,0.6410652932827227,9.619523960007061,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f12.png,test
WATER__seq773__3.500V__S__f13,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,3.16689468363107,3.16689468363107,32.7628300613781,0.5718192568424236,-3.967505636038233,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f13.png,test
WATER__seq773__3.500V__S__f14,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,1.4902275204777589,1.4902275204777589,16.827701125415434,0.29369879018005457,-15.935128935962663,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f14.png,test
WATER__seq773__3.500V__S__f15,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,-0.8704146050769916,0.8704146050769916,-7.071315268326028,-0.12341773387883549,-23.899016393741462,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f15.png,test
WATER__seq773__3.500V__S__f16,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,-2.831559480312315,2.831559480312315,-30.56481741603209,-0.5334566991806654,-23.49350214770606,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f16.png,test
WATER__seq773__3.500V__S__f17,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,-3.4930935494989503,3.4930935494989503,-39.931331488309745,-0.6969332091762926,-9.366514072277656,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f17.png,test
WATER__seq773__3.500V__S__f18,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,-2.551390195974943,2.551390195974943,-27.787796216535657,-0.4849885358517704,12.143535271774088,neg,0,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f18.png,test
WATER__seq773__3.500V__S__f19,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,-0.43866631747507023,0.43866631747507023,2.509208255531349,0.04379394567724526,30.297004472067005,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f19.png,test
WATER__seq773__3.500V__S__f20,WATER__seq773__3.500V__S,WATER,2,773,S,Stimulus,1,3.5,4,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,1.8753937824264875,1.8753937824264875,26.859748816322842,0.46879105310348324,24.350540560791494,pos,2,81.72230618028073,1.3,3.4000000000000004,2.875452785350153,WATER__seq773__3.500V__S/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq773__3.500V__S/f20.png,test
WATER__seq775__3.000V__R__f01,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,22.862822576057745,0.39903153025149934,0.0,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f01.png,train
WATER__seq775__3.000V__R__f02,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,0.0,0.0,20.84849578342692,0.3638748955089544,-2.0143267926308255,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f02.png,train
WATER__seq775__3.000V__R__f03,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,0.0,0.0,18.83741486104129,0.3287749118892806,-2.0110809223856307,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f03.png,train
WATER__seq775__3.000V__R__f04,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,0.0,0.0,17.225239903914698,0.30063715076922315,-1.6121749571265909,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f04.png,train
WATER__seq775__3.000V__R__f05,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,0.0,0.0,16.04576581750249,0.2800514445193781,-1.1794740864122062,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f05.png,train
WATER__seq775__3.000V__R__f06,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,0.0,0.0,14.002144574459896,0.2443835251645855,-2.0436212430425957,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f06.png,train
WATER__seq775__3.000V__R__f07,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,7,3000,3.0,0.22,4.146902302738527,-0.8443279255020149,-0.5358267949789971,0.0,0.0,11.144265544851383,0.19450412647421642,-2.8578790296085135,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f07.png,f07.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f07.png,train
WATER__seq775__3.000V__R__f08,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,8,3500,3.5,0.22,4.838052686528282,-0.9921147013144779,0.12533323356430423,0.0,0.0,9.30437035636323,0.16239189754349648,-1.8398951884881534,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f08.png,f08.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f08.png,train
WATER__seq775__3.000V__R__f09,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,0.0,0.0,8.129373832627925,0.14188433950482773,-1.1749965237353042,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f09.png,train
WATER__seq775__3.000V__R__f10,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,0.0,0.0,6.992773854469625,0.12204692760786975,-1.1365999781582996,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f10.png,train
WATER__seq775__3.000V__R__f11,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,0.0,0.0,6.917878333416407,0.12073975417049437,-0.07489552105321806,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f11.png,train
WATER__seq775__3.000V__R__f12,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,0.0,0.0,5.414936272095804,0.09450846673373932,-1.5029420613206037,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f12.png,train
WATER__seq775__3.000V__R__f13,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,0.0,0.0,4.488126326980757,0.07833258165125383,-0.9268099451150462,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f13.png,train
WATER__seq775__3.000V__R__f14,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,0.0,0.0,3.8622931480254987,0.06740973211026167,-0.6258331789552587,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f14.png,train
WATER__seq775__3.000V__R__f15,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,0.0,0.0,3.3812895604773243,0.05901463579364124,-0.4810035875481744,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f15.png,train
WATER__seq775__3.000V__R__f16,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,0.0,0.0,2.716534748156567,0.04741247560016706,-0.6647548123207572,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f16.png,train
WATER__seq775__3.000V__R__f17,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,0.0,0.0,3.2482349881924493,0.056692395422437376,0.5317002400358821,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f17.png,train
WATER__seq775__3.000V__R__f18,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,0.0,0.0,2.31223762967623,0.04035615972635956,-0.9359973585162193,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f18.png,train
WATER__seq775__3.000V__R__f19,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,0.0,0.0,1.7250578668268646,0.03010793956355865,-0.5871797628493653,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f19.png,train
WATER__seq775__3.000V__R__f20,WATER__seq775__3.000V__R,WATER,2,775,R,Relaxation,0,3.0,3,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,0.0,0.0,1.9395396559061295,0.033851352968559845,0.21448178907926496,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__R/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__R/f20.png,train
WATER__seq775__3.000V__S__f01,WATER__seq775__3.000V__S,WATER,2,775,S,Stimulus,1,3.0,3,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,58.4920240754481,1.0208784062723615,0.0,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__S/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__S/f01.png,test
WATER__seq775__3.000V__S__f02,WATER__seq775__3.000V__S,WATER,2,775,S,Stimulus,1,3.0,3,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,1.9122719692460688,1.9122719692460688,60.118151990280985,1.0492596924447852,1.6261279148328853,pos,2,72.4537511684354,1.3,3.4000000000000004,2.7696317877536805,WATER__seq775__3.000V__S/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/WATER__seq775__3.000V__S/f02.png,test
